FRC,ITEM,DESCRIPTION,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
FAW,34112328,BIGKID AMP NOBACK BLACK CHVRN ,1,1,1,1,1,1,1,0,0,0,0,0
FAW,34112329,BIGKID AMP NOBACK GRAY GEO    ,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0,0,0,42.5
FAW,34112330,BIGKID AMP NOBACK BSTR PNKFLWR,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0,0,0,0
FAW,34211922,SPECTRUM TEAL TRACE           ,927.35,1218.63,509.05,104.35,211.42,211.42,299.44,201.44,245,244.09,248.63,272.22
FAW,34211962,SPECTRUM SEASCAPE             ,28.85,27.24,200.32,201.12,124.2,157.85,240.38,116.18,115.38,125,138.62,116.18
FAW,34212025,SPECTRUM VARSITY BLUE         ,163.85,0,0,0,0,0,0,0,0,0,40.96,59.8
FAW,34212026,SPECTRUM FUSCHIA SHOCK        ,8.7,8.7,249.64,223.54,173.96,55.67,69.59,78.28,78.28,99.16,111.34,79.15
FAW,34212035,SPECTRUM BUBBLY BLUE          ,20.23,20.23,205.99,65.29,112.19,99.31,137.94,91.96,124.14,0,2.76,134.26
FAW,34212036,SPECTRUM CORNERSTONE          ,12.19,10.45,299.53,87.07,130.61,26.12,44.41,36.57,87.07,0,0,0
FAW,34212054,SPECTRUM FOGGY                ,19,18,20,77,65,70,111,130,246,122,350,282
FAW,34212058,SPECTRUM POPPY PINK           ,1.68,6.74,382.29,95.15,84.2,121.25,252.61,84.2,387.34,172.62,126.31,122.94
FAW,34212273,SPECTRUM SUNRISE              ,2,8,0,0,0,0,0,140,233,270,520,395
FAW,34411900,EVOLVE 3N1 WATERFALL MIST     ,3036.23,1366.44,40.08,36.44,30.97,30.97,36.44,30.97,28.24,30.06,28.24,27.33
FAW,34411920,EVOLVE 3N1 PINK DAISIES       ,11.27,11.27,14.08,14.08,12.2,10.33,15.02,22.53,13.14,0,8.45,18.78
FAW,34411927,SAFEMAX 3 IN 1 CRIMSON        ,0,0,0,0.99,0,0,0,296.72,0,0,0,0
FAW,34411930,SAFEMAX 3 IN 1 SHILOH         ,7.24,2.29,3.05,5.71,2.67,3.05,0.38,1.52,0,2.67,2.29,1.9
FAW,34411963,SAFEMAX 3 IN 1 PURPLE BERRY   ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,34412020,ADVANCED EVOLVE LX BERRY BLISS,1.8,1.8,0,3.37,3.37,2.92,2.92,2.92,2.92,2.47,4.49,4.49
FAW,34412066,PLATINUM EVOLVE CHRCOAL STRIPE,8,8,0,15,15,13,5,0,0,0,32,31
FAW,34412115,SAFEMAX 3IN1 BSTR CHARCOAL FZZ,0,329.41,20.59,10.71,4.12,4.12,1.65,1.65,1.65,7.41,7.41,7.41
FAW,34412274,EVOLVE 3 IN 1 VAPOR           ,4,4,0,0,0,0,0,0,0,43,30,42
FAW,34421029,TRANSITIONS 3IN1 LEGACY       ,1150,376,359,336,536,154,160,160,160,160,3,0
FAW,34421686,TRANSITIONS 3 IN 1 MERCURY    ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,34421695,TRANSITIONS 3-IN-1 MALEAH     ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,34421934,PLATINUM EVOLVE DREAMER       ,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,0,5.6,5.6,5.6
FAW,34511557,SYMPHONY LX CRETE             ,0.14,0.11,0.47,0.23,0.23,0.39,0.7,0.6,0.87,0.78,0.7,0.68
FAW,34511714,SYMPHONY LX KRONUS            ,3.25,13.01,325.26,197.6,191.9,235.81,292.73,217.92,0,0,910.73,406.58
FAW,34511715,SYMPHONY LX HARRISON          ,12.19,16.5,43.03,43.03,46.62,129.1,130.53,223.05,161.37,71.72,71.72,143.44
FAW,34512064,PLATINUM SYMPHONY LX SAHARA   ,5.82,5.82,16.63,25.77,38.25,63.19,49.89,79.82,199.55,109.75,166.29,166.29
FAW,34512247,PLATINUM SYMPHNY LX MONTGOMERY,6.68,6.68,52.48,27.67,57.25,57.25,181.3,314.89,143.13,209.93,293.9,190.84
FAW,34512333,SYMPHONY SPORT BLUE HORIZON   ,30,29,31,30,29,30,0,0,0,0,0,0
FAW,34512334,SYMPHONY SPORT GRAY ASH       ,20,19.5,20.5,20,19.5,20,0,0,0,0,0,0
FAW,34611648,SYMPHONY DLX CONCORD          ,40,40,200,0,0,0,0,0,0,0,0,0
FAW,34611649,SYMPHONY DLX MARTINA          ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,34611709,SYMPHONY ELITE PARAMOUNT      ,34.71,34.71,694.23,720.26,781,1684.37,433.89,225.62,694.23,663.85,1188.86,826.13
FAW,34611716,SYMPHONY ELITE MODESTO        ,37.79,37.79,632.9,103.91,193.65,377.85,1255.41,1228.02,396.74,472.31,755.7,661.24
FAW,34611979,SYMPHNY ELITE RASPBERRY SORBET,33.59,33.59,197.33,417.34,165.42,167.94,0,503.83,0,0,0,0
FAW,34612083,SYMPHONY DLX PINNACLE         ,53.18,53.18,0,0,0,0,0,85.68,141.82,157.77,222.77,280.68
FAW,34612084,SYMPHONY DLX APEX             ,0,0,0,0,0,0,0,92.67,166.67,119.33,166.67,310.67
FAW,34612173,PLAT SYMPHONY DLX ASHLAND GRAY,13.15,13.15,21.92,35.94,61.37,78.9,43.83,128.87,102.57,43.83,122.73,52.6
FAW,34631038,SYMPHONY DLX OCALA            ,28.03,28.03,4.67,4.67,51.39,51.39,169.12,852.15,140.16,0,0,0
FAW,34631358,SYMPHONY ELITE PORTER         ,141.5,141.5,21.58,17.69,27.06,69.86,12.91,24.05,36.97,0,0,0
FAW,34711958,SONUS DAHLIA                  ,98.56,98.56,31.79,31.79,15.9,47.69,87.44,47.69,119.23,63.59,63.59,62
FAW,34711959,SONUS INDIGO                  ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,34712039,SONUS BOOMERANG BLUE          ,72.87,72.87,35.26,0,17.63,17.63,23.51,47.6,71.7,0,0,0
FAW,34712040,SONUS STRAWBERRY PINK         ,84.81,84.81,71.13,32.83,54.72,61.56,69.76,59.5,65.66,54.72,54.72,53.35
FAW,34712059,SONUS LAVA RED                ,93.79,93.79,67.31,22.69,52.94,52.94,46.14,52.94,49.92,0,62.78,53.7
FAW,34712060,SONUS CHARCOAL SKY            ,114.47,114.47,748.65,306.48,309.25,184.62,406.17,360.02,415.41,411.71,945.28,835.43
FAW,34712144,SONUS CITY LIGHTS             ,0,134.09,37.99,41.57,33.52,107.27,223.48,804.54,1340.9,446.97,311.09,0
FAW,34712162,SONUS DEERFIELD               ,21.89,21.89,0,0,0,0,0,131.34,135.71,175.12,388.76,641.8
FAW,34712279,SONUS AMETHYST                ,49.66,49.66,0,0,0,0,0,126.25,159.92,84.17,373.7,574.02
FAW,34812023,SONUS65 ROCCO RED             ,112.11,75.71,16.31,10.92,5.82,2.62,8.74,8.15,11.65,7.28,7.28,4.51
FAW,34812024,SONUS65 BERRY BEAT            ,2.71,2.71,10.16,13.55,7.9,5.08,5.65,6.89,6.32,3.39,5.19,2.71
FAW,34912200,MAESTRO SPORT LAYTON          ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,34912203,MAESTRO SPORT GRANITE         ,0,0,0,0,0,0,26.33,94.04,338.54,431.82,459.66,1053.22
FAW,34912204,MAESTRO SPORT WHITNEY         ,0,0,0,0,0,0,24.47,108.58,214.1,329.1,543.5,582.65
FAW,34912258,MAESTRO SPORT CRESTONE PEAKS  ,0,0,0,42.4,121.27,424.03,518.16,1297.52,1441.69,2029.38,2934.25,2883.37
FAW,36211380,NURTURE BRIANNE               ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,36211411,NURTURE SABRINA               ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,36211732,NURTURE LX HENRY              ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,36211733,NURTURE LX KIRI               ,0,1,0,0,0,0,0,0,0,0,0,97
FAW,36211869,NURTURE ALI                   ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,36211877,NURTURE JAMIE                 ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,36212069,Nurture Teal Confetti         ,4.48,0,538.19,331.49,319.97,479.96,675.14,572.11,575.95,511.96,819.13,511.96
FAW,36212070,NURTURE PINK BLOOM            ,2.52,0,58.04,28.48,39.66,37.13,41.46,42.9,40.02,43.26,38.93,68.5
FAW,36212071,NURTURE BECKETT               ,7,0,0,0,0,0,0,150,280,289,450,422
FAW,36212170,NURTURE PARKER                ,0,0,0,0,0,0,0,150,340,280,550,533
FAW,36212277,NURTURE CARINE                ,6334,6334,0,0,0,0,0,130,140,170,438,363
FAW,36512102,BIG KID HIGHBACK CARDINAL RED ,44451.8,26148.12,616.22,274.56,213.54,174.32,367.82,290.24,217.9,0,0,0
FAW,36512103,BIG KID HIGHBACK PINK DOVE    ,39481.46,23224.39,267.08,73.54,46.45,123.86,147.09,154.83,333.66,281.02,325.14,263.21
FAW,36512180,BIG KID HIGHBACK ARCADIA      ,830,830,0,0,0,0,0,250,800,700,2000,2777
FAW,36512271,BIG KID SPRT HIGH BACK RAINIER,40,40,0,0,0,0,0,120,600,1500,3500,3171
FAW,36512272,BIG KID SPRT HIGH BACK SEQUIOA,2350,5000,0,0,0,0,0,220,830,700,1222,2000
FAW,36912259,BIG KID SPRT NOBCK GREYFRACTAL,2990,4879,0,0,40,10,160,142,130,177,131,130
FAW,36912269,BG KD SPRT NOBCK NEUTRON      ,827,0,0,0,0,0,0,90,295,180,111,300
FAW,36912270,BG KD SPRT NOBCK CRYSTAL PINK ,357.5,507.5,0,0,0,0,0,35,91.5,100,75,135.5
FAW,37111723,SURERIDE DLX WINDSOR          ,2.22,2.22,57.61,59.83,59.09,73.86,221.59,90.11,113.75,125.56,105.62,121.87
FAW,37111746,SURERIDE DLX BERLIN           ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,37112073,SURERIDE DLX JUNGLE GREEEN    ,282.5,282.5,0,0,0,0,0,0,0,0,0,0
FAW,37112075,SURERIDE SPORT HARPER         ,78.57,78.57,0,0,0,0,0,108.43,196.43,150.86,314.29,368.5
FAW,37112280,SURERIDE CARSON               ,0,0,0,0,0,0,0,137.54,344.83,392.97,327.15,903.83
FAW,37121334,SURERIDE DLX SUGAR PLUM       ,7.09,7.09,443.64,130.4,197.72,198.43,330.25,180.01,235.99,0,158.04,274.97
FAW,37121429,SURERIDE DLX PAXTON           ,52.58,0,589.81,473.25,439.95,438.19,1163.84,467.11,730.03,0,0,0
FAW,37121430,SURERIDE DLX NICOLE           ,122.39,136.47,258.25,69.76,61.2,101.59,193.99,122.39,91.79,72.21,61.81,84.45
FAW,38111010,TRIBUTE LX ABIGAIL            ,2930.46,4263.58,507.18,283.34,226.67,354.18,415.1,357.72,283.34,0,425.01,411.55
FAW,38111190,TRIBUTE SATURN                ,2.33,2.33,5956.93,1317.9,775.24,3558.34,1860.57,3183.13,3876.19,2789.31,3678.5,2706.36
FAW,38111408,TRIBUTE SPORT MAXWELL         ,270.93,211.54,1871.29,1573.51,1500.29,1220.41,1464.49,1288.75,2232.53,406.8,270.93,0
FAW,38111710,TRIBUTE LX PINK MUMS          ,20,20,150,0,0,0,0,0,0,0,0,0
FAW,38111711,TRIBUTE LX NEPTUNE            ,28.39,28.39,652.18,283.15,364.77,1135.46,922.56,2909.61,1135.46,1576.86,2148.85,1987.05
FAW,38112076,TRIBUTE LX AZURE COAST        ,94.27,42.55,275.79,133.59,134.66,403.99,323.19,523.58,807.99,430.93,659.32,565.59
FAW,38112078,TRIBUTE LX VENUS              ,175,79,0,0,0,0,0,100,408,400,1100,900
FAW,38112121,TRIBUTE LX PINK ICE           ,0,0,153.81,36.39,123.49,165.39,220.52,110.26,220.52,165.39,158.77,153.81
FAW,38112278,TRIBUTE LX JUPITER            ,0,0,0,0,0,0,0,151,374,1111,1555,2150
FAW,3811985,TRIBUTE GUNTHER               ,0,0,88.88,119.84,176.43,259.66,382.83,243.01,233.03,0,0,0
FAW,38211648,TRIUMPH LX CONCORD            ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,38211712,TRIUMPH LX CHARLESTON         ,58.78,58.78,40.26,66.03,96.63,92.6,161.05,103.07,129.64,103.07,144.94,80.52
FAW,38211713,TRIUMPH LX EVERETT            ,321.16,396.55,181.14,66.58,78.33,138.06,321.16,138.06,137.08,0,119.45,116.52
FAW,38212161,TRIUMPH LX KAYAK BLUE         ,2070.5,1050,0,0,0,0,0,0,0,0,0,0
FAW,38212268,TRIUMPH ASHEVILLE             ,42.5,42.5,0,0,0,0,0,0,0,0,0,0
FAW,38212338,TRIUMPH TECHNO FADE           ,19,16,17.5,17,0,0,16.5,0,0,0,0,0
FAW,38221757,TRIUMPH ADV LX FLYNN          ,12.47,12.47,0,36.67,0,0,0,29.34,44,45.47,44.74,46.2
FAW,38311961,STRATOS SILVER ICE            ,1.54,1.54,13.83,7.68,10.24,12.8,5.63,7.68,46.1,20.49,25.61,9.73
FAW,38312008,PROSERIES STRATOS MAXTON TWEED,29,29,10,10,8,8,8,8,8,0,0,0
FAW,38312021,PROSRS STRATOS JULIANA TWEED  ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,38312022,PROSRS STRATOS AUGUSTUS TWEED ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,38312037,STRATOS BOULDER               ,2,2,1.5,14.5,0,0,10,0,14,10,15,15
FAW,38312038,STRATOS PINK SUNSET           ,8.73,7.93,24.59,13.49,0,15.87,0,0,0,0,0,0
FAW,38312098,STRATOS GLACIER               ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,38312267,STRATOS 65 PIKES PEAK         ,11,10,0,0,0,0,50,150,103,115,165,156
FAW,38711816,PLATINUM SAFEMAX MARSHALL     ,0.73,0.73,657.36,0,0,0,164.34,0,0,0,0,0
FAW,38711817,PLATINUM SAFEMAX MADALYNN     ,0,0,477.1,0,23.03,76.5,139.84,0,0,0,0,0
FAW,38711929,PLATINUM SAFEMAX MASON        ,30.58,26.94,27.66,0,0,0,3.64,36.4,3.64,5.82,5.82,5.82
FAW,38711930,PLATINUM SAFEMAX SHILOH       ,12.73,11.82,20.45,0,0,0,0,27.27,7.27,3.64,7.27,3.64
FAW,38712116,SAFEMAX AIO INDUSTRIAL EDGE   ,0,0,32.13,22.95,9.18,24.79,41.31,5.51,18.36,5.51,4.59,7.34
FAW,39212233,LIGHTNING BOLT LX GN TBD      ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,39212234,EVERYSTAGE DLX LATITUDE       ,15.9,15.9,0,0,0,0,14.03,116.89,88.84,169.26,84.16,187.03
FAW,39212238,EVERYSTAGE LX GAMMA           ,0,0,0,0,0,0,0,87.94,195.42,431.89,341.99,377.17
FAW,39212239,EVERYSTAGE LX MIRA            ,0,0,0,0,0,0,0,69.29,165.31,317.75,178.18,242.52
FAW,39212240,EVERYSTAGE DLX REEFS          ,0,0,0,0,0,0,76.25,137.25,274.49,409.83,518.49,762.48
FAW,39212241,EVERYSTAGE DLX CANYONS        ,0,0,0,0,0,0,66.07,93.06,277.31,635.58,558.34,465.29
FAW,39212242,EVERYSTAGE DLX HIGHLANDS      ,0,0,0,0,0,0,58.99,78.07,87.61,278.46,173.49,229.01
FAW,39212243,EVERYSTAGE DLX COSMOS         ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,39212249,EVERYSTAGE LX NOVA            ,0,0,0,0,0,0,0,79.69,212.52,515.36,354.2,354.2
FAW,39212250,EVERYSTAGE LX LUNA            ,0,0,0,0,0,0,0,50,100,271,150,245
FAW,39212310,GOLD EVERYSTAGE ONYX          ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,39212311,GOLD EVERYSTAGE MOONSTONE     ,35,34,35.5,35,33.5,0,0,0,0,0,0,0
FAW,39212312,GOLD EVERYSTAGE SAPPHIRE      ,35,34,35.5,35,33.5,0,0,0,0,0,0,0
FAW,39212336,GOLD EVERYSTAGE GARNET        ,35,34,35.5,35,33.5,0,0,0,0,0,0,0
FAW,39212337,GOLD EVERYSTAGE OPAL          ,5,5,5,5,5,5,0,0,0,0,0,0
FAW,4233052,SECURE STEP IMS               ,54.15,27.57,4097.94,1296.73,0,3184.22,2212.41,2363.06,590.76,0,2707.67,3255.11
FAW,4416100,"MESH 23"" PET GATE SRD         ",122,96.5,0,0,0,0,0,0,0,0,0.5,0
FAW,4445100,WINSTON & SOPHIE WOOD METAL GA,0,0,0,0,0,0,0,0,0,0,0,0
FAW,4448100,EMBRACE WOOD & METAL GATE .COM,0,0,0,0,0,0,0,0,0,0,0,0
FAW,4449100,EMBRACE CLEAR PANEL GATE .COM ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,4471100,MULTIUSE TALLDECOR WLKTHRUGATE,0,0,0,0,0,0,0,0,0,0,0,0
FAW,4471110,MULTIUSE TALLDECOR WLKTHRUGATE,0,0,0,69.96,244.85,559.66,1698.98,2298.62,1798.92,1099.34,1998.8,1099.34
FAW,4483100,EASY WALK THRU GATE NEW HANDLE,0,0,0,0,0,0,0,0,0,0,0,0
FAW,4486100,EV EASY WALK THRU GATE WHITE  ,0.99,0.99,90.88,88.91,49.39,14.82,14.82,14.82,14.82,14.82,14.82,14.82
FAW,4591000,METAL PRESS WALKTHRU PET GATE ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,5261100,SOFT N WIDE GATE SPRNGY PUTTY ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,5264100,SOFT & WIDE GATE SRD          ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,5266100,SOFT WIDE GATE EMERY          ,424,420,509,385,728,2000,0,5000,5900,2000,3000,3799
FAW,53112310,GOLD PVTXPND TS SCMX ONYX     ,0,0,50,0,0,0,0,0,0,0,0,0
FAW,53112311,GOLD PVTXPND TS SCMX MOONSTONE,50,0,0,0,0,0,0,0,0,0,0,0
FAW,53112312,GOLD PVTXPND TS SCMX SAPPHIRE ,50,0,0,0,0,0,0,0,0,0,0,0
FAW,53112336,GOLD PVTXPND TS SCMX GARNET   ,50,0,0,0,0,0,0,0,0,0,0,0
FAW,53112337,GOLD PVTXPND TS SCMX OPAL     ,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0,0,0,0
FAW,54511798,ADV SENSORSAFE EPIC TS JET    ,36.16,36.16,43.11,278.12,0,27.81,0,0,0,0,0,0
FAW,54611770,ADV EPIC 4WHL TS LTMX SS JET  ,7.7,7.7,76.97,35.92,5.13,6.67,8.72,12.83,12.83,12.83,12.83,12.83
FAW,55411215,VIVE SPORT TS EMB LX KOI      ,5.5,5.5,258,378,200,0,0,0,0,0,0,0
FAW,55411234,VIVE SPORT TS EMB LX MARIANNA ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,55411811,VIVE ELITE TS EMBRACE LINUS   ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,55411874,VIVE TS EMBRACE HAYDEN DOT    ,4.44,4.44,16.16,0,0,0,0,0,0,0,0,0
FAW,55411874A       ,VIVE TS EMBRACE HAYDEN DOT    ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,55411881,VIVE TS EMBRACE ICS DAPHNE    ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,55411881A       ,VIVE TS EMB LX DAPHNE         ,7.5,6.5,0,0,310,0,0,0,0,0,0,0
FAW,55411894,VIVE TS EMB LX SPEARMINT SPREE,11.83,14.05,204.09,187.08,263.98,524.26,564.19,454.76,403.73,0,105.74,1016.73
FAW,55411894A       ,VIVE TS EMB LX SPEARMINT SPREE,21,20,653,0,2300,0,2500,299,0,0,0,0
FAW,55421881,VIVE TS EMB LX DAPHNE         ,12,15,45,44,44,109,0,0,0,76,100,135
FAW,55421894,VIVE TS EMB LX SPEARMINT SPREE,151,159,117,153,61,89,0,0,0,1000,0,444
FAW,55421894A       ,VIVE TS EMB LX SPEARMINT SPREE,221,209,140,191,162.5,181,0,0,0,0,0,0
FAW,55711935,PRINCETON TS SERENADE SKYBL   ,41,46,2,0,6,2,1,0,13,0,0,0
FAW,56011921,PIVOT TS PRO SRS LTMX ASPN SKI,0,0,0,0,0,0,0,0,0,0,0,0
FAW,56011990,PIVOT MDTS G0179 SFMX CSUAlGRY,0,0,204.93,334.22,520.85,487.92,609.9,356.79,609.9,462.91,670.89,290.92
FAW,56011990A       ,PIVOT MDTS G0179 SFMX CSUALGRY,155,155,154,0,0,0,550,0,0,0,807,0.5
FAW,56011993,PIVOT MOD TS SFMX ICS SNDSTNE ,20.12,20.12,765.3,175.06,871.95,939.02,486.28,373.6,134.15,566.09,0,402.44
FAW,56011993A       ,PIVOT MOD TS SFMX ICS SNDSTNE ,100,100,99,0,0,0,1150,0,0,0,985.5,349
FAW,56012215,PIVOT TS SAFEMAX NAVY         ,47.67,47.67,11.44,137.28,222.45,381.34,381.34,120.76,194.48,50.85,28.6,61.65
FAW,56012215A       ,PIVOT TS W/SAFEMAX NAVY       ,5,5,5,0,0,0,275,125,0,0,468,100
FAW,56012217,PIVOT TS SAFEMAX DUSTY ROSE   ,60.33,60.33,19.31,120.66,336.25,488.28,498.74,104.57,327.4,740.87,160.88,160.88
FAW,56012217A       ,PIVOT TS W/SAFEMAX DUSTY ROSE ,5,5,5,0,0,0,330,105,0,0,674,222
FAW,56211975,SIBBY TS LITEMAX CHARCOAL .COM,0,0,0,0,0,0,0,0,0,0,0,0
FAW,56211976,SIBBY TS LITEMAX RASPBRY .COM ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,56211977,SIBBY TS LITEMAX SLT BLUE .COM,0,0,0,0,0,0,0,0,0,0,0,0
FAW,56231952,SIBBY 2 TS LITEMAX MINERL GRAY,0,0,0,0,0,0,0,0,0,0,0,0
FAW,56231975,SIBBY 2 TS LITEMAX CHARCOAL   ,1278.19,1278.19,363.49,250.05,274.01,270.02,199.72,191.73,343.51,169.36,307.56,319.55
FAW,56232216,SIBBY 2 TS LITEMAX HGHLINE GRY,11.18,11.18,0,119.99,193.77,193.77,74.53,50.68,149.05,90.92,111.79,100.61
FAW,56311987,FOLIO TS LITEMAX ICS BLCKBERRY,1638,0,0,18,66,50,70,80,20,20,20,20
FAW,56312030,FOLIO 3WHL LTMX ICS GLNBRR GRY,0,0,0,0,0,0,0,0,0,0,0,0
FAW,56312131,FOLIO 4WHL TS LTMX ICS MRIDIAN,73.38,117.41,205.47,73.38,78.27,41.09,118.39,91.97,78.27,108.61,88.06,114.48
FAW,56412030,FLPSDE TS LTMX ICS GLNBARR GRY,3.31,3.31,82.65,27.11,44.96,41.65,52.89,70.75,66.78,70.75,70.75,70.75
FAW,56612030,PURSUIT TS LTMX ICS GLNBRR GRY,0,0,0,0,0,0,0,0,0,0,0,0
FAW,57012030,ROUNDTRIP TS LTMX ICS GLNBR GY,1025.16,0,14.89,14.89,23.3,18.12,0,0,0,0,0,0
FAW,57112254,PVT XPANDTS W/SFEMAX PERCHERON,0,0,0,0,0,0,49.69,265.99,389.73,440.39,730.74,584.59
FAW,57112255,PVT XPAND TS W/SFEMAX STALLION,77.32,77.32,0,0,0,0,0,414.88,565.75,542.18,895.77,565.75
FAW,57312205,FOLIO 3 STRLR & JOG TS AVENUE ,268.29,270.89,0,0,0,0,60.58,119.43,139.34,155.78,214.63,208.57
FAW,57312220,FOLIO 3WHL SPORT TS LTMX SKYLN,37.08,0,0,0,0,0,44.5,88.99,92.7,98.63,148.32,122.37
FAW,57312220A       ,FOLIO 3WHL SPORT TS LTMX SKYLN,14,14,0,0,0,0,0,0,0,0,0,0
FAW,57312229,FOLIO 3WHL SPORT TS LTMX PLAZA,0,0,0,0,0,0,0,0,0,0,0,0
FAW,60411676,DOORWAY JUMPER OWL            ,7.4,7.4,5858.31,647.12,2033.81,2588.49,2892.64,2773.38,2588.49,2642.11,2773.38,5135.38
FAW,60411677,DOORWAY JUMPER MARIANNA       ,4.82,4.82,745.15,169.61,321.53,348.06,618.95,458.99,1333.55,490.33,321.53,580.36
FAW,60411696,EXERSAUCER DOOR JUMPER CIRCUS ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,60411759,EXERDOORJUMPER CAMPFIRE CUBS  ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,60411809,EXERDOORJUMPER ANIMAL FAMILIES,0,0,0,0,0,0,0,0,0,0,0,0
FAW,60412014,EXERDOORJUMPER SAFARI TREK    ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,60412015,EXERDOORJUMPER FLOWER PARTY   ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,60412151,EXER DOORWAY JUMPER GONE FSHNG,31.5,27,75,0,0,0,0,0,0,0,0,0
FAW,60421378,JOEY JUMP UP-ROO              ,2.91,2.91,559.1,513.24,899.8,380.01,364,364,1061.42,145.6,436.8,436.8
FAW,60431448,PINK BUMBLY DOORWAY JUMP UP   ,15894.85,13170.02,2361.52,328.8,505,602.19,817.45,0,0,0,0,0
FAW,60441449,JJU BUMBLY DOOR JUMP BT       ,17.59,17.59,779.39,158.3,289.11,329.78,523.81,906.91,109.93,342.98,329.78,496.33
FAW,60511372,ZOO FRIENDS EXERSAUCER DLX    ,34.39,34.39,3469.19,685.85,929.33,1208.13,1000.89,1301.06,1180.25,1188.61,1926.5,3095.6
FAW,60512223,ACTIVITY SEAT DWJ TINY TROPICS,20.5,13,0,0,0,0,0,0,0,0,0,0
FAW,60522223,ACTIVITY SEAT DWJ TINY TROPICS,20.5,13,19.5,12.5,0,0,0,0,0,0,0,40
FAW,61611415,EXERSAUCER BOUNCIN BARNYARD   ,0,0,1052.33,484.15,480.15,544.17,480.15,720.22,0,0,0,0
FAW,61611449,EXER DOUBLE FUN SAUCER BUMBLY ,20.13,19.38,166.26,38.02,81.27,74.56,88.72,99.16,93.19,104.38,192.35,275.86
FAW,61611767,FASTFOLD & GO BOUNCE-A-SAURUS ,1.85,1.85,7.41,5.56,11.11,12.04,12.97,11.11,12.97,11.11,13.89,20.38
FAW,61611769,FASTFOLDGO DINO WITH BAG      ,1.5,1.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
FAW,61611848,EXER DOUBLEFUN SAUCER PBUMBLY ,1.33,1.33,97.33,44.24,78.75,44.24,66.36,26.55,39.82,49.11,110.61,176.97
FAW,61611938,EXER MEGA MOOVIN GROOVIN      ,0.21,0.21,1.21,3.67,3.04,2.16,3.04,3.04,2.73,2.73,4.55,6.41
FAW,61612199,EXER MEGA PLAYFUL PASTURES    ,308.1,308.1,308.87,77.02,15.4,77.02,308.1,650.08,338.91,462.14,770.24,1463.46
FAW,6161948,EXERSAUCER MEGA SPLASH        ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,6164920,EXER SWEET TEA PARTY SAUCER   ,27.27,27.27,810.5,550.22,574.14,591.85,612.42,589.93,598.07,728.69,744,1276.04
FAW,61731197,EXER SAFARI FRIENDS           ,9.64,9.64,348.48,142.09,192.88,204.46,192.88,192.88,207.03,160.74,192.88,358.76
FAW,61731198,EXER JUMP&LEARN JUNGLEQUEST   ,24.02,24.02,696.62,122.88,258.69,307.66,307.66,319.67,303.04,316.9,461.95,937.76
FAW,61731199,EXER JUMP&LEARN JAM SESSION   ,0.81,0.81,378.41,109.05,144.85,180.66,203.45,198.56,707.18,81.38,283.2,236.81
FAW,61812117,EXER POLAR PLAYGRND ACT CTR   ,100.69,101.57,314.43,238.47,194.31,105.99,220.81,217.28,476.95,408.05,515.81,428.37
FAW,61912186,WOOD FRME JUMPER WOODLAND WNDR,12.5,12.5,0,0,0,0,0,35,0,0,0,0
FAW,62311422,TRIPLE FUN AMAZON             ,43.57,43.57,453.9,396.71,351.32,300.48,532.88,390.36,527.43,413.05,645.45,1316.31
